350.0 0.0
359.941 0.00590636
366.327 0.00593703
374.838 0.015102
379.62 0.0297235
382.268 0.0534588
383.848 0.0863131
385.427 0.119167
385.943 0.148367
386.995 0.172095
387.514 0.197645
388.027 0.234143
389.069 0.276119
390.111 0.318095
391.146 0.372845
392.18 0.429419
392.683 0.485991
393.687 0.599134
393.716 0.54439
394.192 0.650231
394.672 0.746949
394.692 0.710453
396.244 0.794402
397.263 0.880173
397.283 0.841852
398.841 0.914852
400.416 0.955006
402.023 0.934941
404.706 0.894807
405.224 0.920357
406.314 0.872917
407.391 0.8492
409.531 0.829137
412.184 0.843748
413.766 0.871128
414.818 0.894856
415.87 0.918584
416.92 0.944136
418.506 0.964217
421.175 0.949631
423.855 0.914972
424.398 0.894902
425.479 0.863885
427.092 0.832871
428.171 0.805504
428.718 0.77631
429.271 0.737991
431.425 0.690556
434.113 0.639474
434.676 0.582908
436.832 0.531823
439.516 0.48804
444.325 0.453392
450.198 0.416924
452.88 0.378615
455.026 0.345779
458.775 0.302001
461.993 0.254572
467.876 0.20168
472.688 0.159732
482.288 0.121457
491.889 0.0813575
499.36 0.044897
506.818 0.0321591
520.0 0.0194544
